"","Title","year","myGroups","gs","side","sex","numYears","minYear","maxYear","yearSpan","minimumAge","ageClass","meanMinAge","deltaMinAge","yday"
"778","5049",2011,1397,4,"left","Male",1,2011,2011,1,3,"Adult",3,0,233
"779","5049",2011,1413,5,"left","Male",1,2011,2011,1,3,"Adult",3,0,233
"780","5049",2011,1420,2,"left","Male",1,2011,2011,1,3,"Adult",3,0,233
"781","5049",2011,1459,4,"left","Male",1,2011,2011,1,3,"Adult",3,0,233
"782","5049",2011,1460,1,"left","Male",1,2011,2011,1,3,"Adult",3,0,233
"783","5052",2011,1328,2,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"784","5052",2011,1347,4,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"785","5052",2011,1349,3,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"786","5052",2011,1350,1,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"787","5052",2011,1352,6,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"788","5052",2011,1362,1,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"789","5052",2011,1442,3,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"790","5052",2011,1452,3,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"791","5052",2011,1453,4,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"792","5052",2011,1455,4,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,239
"793","5061",2011,1334,8,"left","Male",3,2011,2016,6,3,"Adult",6,-3,226
"794","5061",2011,1335,3,"left","Male",3,2011,2016,6,3,"Adult",6,-3,226
"795","5061",2011,1337,5,"left","Male",3,2011,2016,6,3,"Adult",6,-3,226
"796","5061",2011,1341,7,"left","Male",3,2011,2016,6,3,"Adult",6,-3,226
"797","5061",2011,1365,3,"left","Male",3,2011,2016,6,3,"Adult",6,-3,226
"798","5061",2011,1366,3,"left","Male",3,2011,2016,6,3,"Adult",6,-3,226
"799","5061",2011,1391,3,"left","Male",3,2011,2016,6,3,"Adult",6,-3,226
"800","5061",2011,1393,5,"left","Male",3,2011,2016,6,3,"Adult",6,-3,226
"801","5061",2015,1588,6,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"802","5061",2015,1595,10,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"803","5061",2015,1596,2,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"804","5061",2015,1597,2,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"805","5061",2015,1601,8,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"806","5061",2015,1604,5,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"807","5061",2015,1607,4,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"808","5061",2015,1610,2,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"809","5061",2015,1646,2,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"810","5061",2015,1666,4,"left","Male",3,2011,2016,6,7,"Adult",6,1,228
"811","5061",2016,1709,11,"left","Male",3,2011,2016,6,8,"Adult",6,2,207
"812","5061",2016,1712,15,"left","Male",3,2011,2016,6,8,"Adult",6,2,207
"813","5061",2016,1716,27,"left","Male",3,2011,2016,6,8,"Adult",6,2,207
"814","5064",2016,1757,10,"left","Female-Juvenile",3,2016,2023,8,3,"Adult",7,-4,242
"815","5064",2016,1781,3,"left","Female-Juvenile",3,2016,2023,8,3,"Adult",7,-4,242
"816","5064",2016,1801,8,"left","Female-Juvenile",3,2016,2023,8,3,"Adult",7,-4,242
"817","5064",2016,1803,6,"left","Female-Juvenile",3,2016,2023,8,3,"Adult",7,-4,242
"818","5064",2016,1820,4,"left","Female-Juvenile",3,2016,2023,8,3,"Adult",7,-4,242
"819","5064",2016,1822,2,"left","Female-Juvenile",3,2016,2023,8,3,"Adult",7,-4,242
"820","5064",2016,1823,7,"left","Female-Juvenile",3,2016,2023,8,3,"Adult",7,-4,242
"821","5064",2021,2008,3,"left","Female-Juvenile",3,2016,2023,8,8,"Adult",7,1,203
"822","5064",2021,2011,6,"left","Female-Juvenile",3,2016,2023,8,8,"Adult",7,1,203
"823","5064",2021,2015,5,"left","Female-Juvenile",3,2016,2023,8,8,"Adult",7,1,203
"824","5064",2023,2182,2,"left","Female-Juvenile",3,2016,2023,8,10,"Adult",7,3,230
"825","5064",2023,2188,9,"left","Female-Juvenile",3,2016,2023,8,10,"Adult",7,3,230
"826","5064",2023,2211,3,"left","Female-Juvenile",3,2016,2023,8,10,"Adult",7,3,230
"827","5064",2023,2216,2,"left","Female-Juvenile",3,2016,2023,8,10,"Adult",7,3,230
"828","5068",2011,1334,8,"left","Male",5,2011,2021,11,3,"Adult",8.4,-5.4,226
"829","5068",2011,1335,3,"left","Male",5,2011,2021,11,3,"Adult",8.4,-5.4,226
"830","5068",2011,1337,5,"left","Male",5,2011,2021,11,3,"Adult",8.4,-5.4,226
"831","5068",2011,1341,7,"left","Male",5,2011,2021,11,3,"Adult",8.4,-5.4,226
"832","5068",2011,1343,4,"left","Male",5,2011,2021,11,3,"Adult",8.4,-5.4,226
"833","5068",2011,1371,8,"left","Male",5,2011,2021,11,3,"Adult",8.4,-5.4,226
"834","5068",2011,1437,2,"left","Male",5,2011,2021,11,3,"Adult",8.4,-5.4,226
"835","5068",2015,1552,4,"left","Male",5,2011,2021,11,7,"Adult",8.4,-1.4,228
"836","5068",2015,1554,6,"left","Male",5,2011,2021,11,7,"Adult",8.4,-1.4,228
"837","5068",2015,1559,2,"left","Male",5,2011,2021,11,7,"Adult",8.4,-1.4,228
"838","5068",2015,1614,2,"left","Male",5,2011,2021,11,7,"Adult",8.4,-1.4,228
"839","5068",2015,1616,4,"left","Male",5,2011,2021,11,7,"Adult",8.4,-1.4,228
"840","5068",2015,1617,3,"left","Male",5,2011,2021,11,7,"Adult",8.4,-1.4,228
"841","5068",2015,1618,2,"left","Male",5,2011,2021,11,7,"Adult",8.4,-1.4,228
"842","5068",2016,1681,5,"left","Male",5,2011,2021,11,8,"Adult",8.4,-0.4,199
"843","5068",2019,1927,3,"left","Male",5,2011,2021,11,11,"Adult",8.4,2.6,216
"844","5068",2019,1928,2,"left","Male",5,2011,2021,11,11,"Adult",8.4,2.6,216
"845","5068",2019,1929,2,"left","Male",5,2011,2021,11,11,"Adult",8.4,2.6,216
"846","5068",2021,2062,4,"left","Male",5,2011,2021,11,13,"Adult",8.4,4.6,227
"847","5071",2011,1334,8,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"848","5071",2011,1337,5,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"849","5071",2011,1338,3,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"850","5071",2011,1341,7,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"851","5071",2011,1395,1,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"852","5071",2011,1397,4,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"853","5071",2011,1434,3,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"854","5071",2011,1435,1,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"855","5071",2011,1446,2,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"856","5071",2011,1447,4,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"857","5071",2011,1459,4,"left","Male",4,2011,2017,7,3,"Adult",6.75,-3.75,236
"858","5071",2015,1554,6,"left","Male",4,2011,2017,7,7,"Adult",6.75,0.25,166
"859","5071",2016,1705,6,"left","Male",4,2011,2017,7,8,"Adult",6.75,1.25,207
"860","5071",2016,1707,6,"left","Male",4,2011,2017,7,8,"Adult",6.75,1.25,207
"861","5071",2016,1712,15,"left","Male",4,2011,2017,7,8,"Adult",6.75,1.25,207
"862","5071",2016,1716,27,"left","Male",4,2011,2017,7,8,"Adult",6.75,1.25,207
"863","5071",2016,1720,20,"left","Male",4,2011,2017,7,8,"Adult",6.75,1.25,207
"864","5071",2017,1829,3,"left","Male",4,2011,2017,7,9,"Adult",6.75,2.25,218
"865","5071",2017,1830,4,"left","Male",4,2011,2017,7,9,"Adult",6.75,2.25,218
"866","5071",2017,1831,3,"left","Male",4,2011,2017,7,9,"Adult",6.75,2.25,218
"867","5075",2010,1187,2,"left","Male",4,2010,2016,7,3,"Adult",6,-3,211
"868","5075",2010,1205,1,"left","Male",4,2010,2016,7,3,"Adult",6,-3,211
"869","5075",2010,1206,4,"left","Male",4,2010,2016,7,3,"Adult",6,-3,211
"870","5075",2010,1210,5,"left","Male",4,2010,2016,7,3,"Adult",6,-3,211
"871","5075",2010,1211,4,"left","Male",4,2010,2016,7,3,"Adult",6,-3,211
"872","5075",2010,1213,7,"left","Male",4,2010,2016,7,3,"Adult",6,-3,211
"873","5075",2010,1215,6,"left","Male",4,2010,2016,7,3,"Adult",6,-3,211
"874","5075",2011,1341,7,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"875","5075",2011,1342,1,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"876","5075",2011,1343,4,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"877","5075",2011,1365,3,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"878","5075",2011,1368,1,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"879","5075",2011,1371,8,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"880","5075",2011,1431,6,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"881","5075",2011,1440,1,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"882","5075",2011,1441,2,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"883","5075",2011,1452,3,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"884","5075",2011,1455,4,"left","Male",4,2010,2016,7,4,"Adult",6,-2,226
"885","5075",2016,1705,6,"left","Male",4,2010,2016,7,9,"Adult",6,3,209
"886","5075",2016,1709,11,"left","Male",4,2010,2016,7,9,"Adult",6,3,209
"887","5075",2016,1716,27,"left","Male",4,2010,2016,7,9,"Adult",6,3,209
"888","5075",2016,1720,20,"left","Male",4,2010,2016,7,9,"Adult",6,3,209
"889","5075",2016,1724,3,"left","Male",4,2010,2016,7,9,"Adult",6,3,209
"890","5075",2016,1725,2,"left","Male",4,2010,2016,7,9,"Adult",6,3,209
"891","5075",2016,1823,7,"left","Male",4,2010,2016,7,9,"Adult",6,3,209
"892","5078",2010,1243,2,"left","Female-Juvenile",7,2010,2023,14,3,"Adult",9.71428571428571,-6.71428571428571,237
"893","5078",2010,1244,1,"left","Female-Juvenile",7,2010,2023,14,3,"Adult",9.71428571428571,-6.71428571428571,237
"894","5078",2010,1251,8,"left","Female-Juvenile",7,2010,2023,14,3,"Adult",9.71428571428571,-6.71428571428571,237
"895","5078",2010,1254,3,"left","Female-Juvenile",7,2010,2023,14,3,"Adult",9.71428571428571,-6.71428571428571,237
"896","5078",2010,1268,1,"left","Female-Juvenile",7,2010,2023,14,3,"Adult",9.71428571428571,-6.71428571428571,237
"897","5078",2013,1475,2,"left","Female-Juvenile",7,2010,2023,14,6,"Adult",9.71428571428571,-3.71428571428571,248
"898","5078",2013,1499,1,"left","Female-Juvenile",7,2010,2023,14,6,"Adult",9.71428571428571,-3.71428571428571,248
"899","5078",2013,1500,1,"left","Female-Juvenile",7,2010,2023,14,6,"Adult",9.71428571428571,-3.71428571428571,248
"900","5078",2013,1514,3,"left","Female-Juvenile",7,2010,2023,14,6,"Adult",9.71428571428571,-3.71428571428571,248
"901","5078",2013,1516,4,"left","Female-Juvenile",7,2010,2023,14,6,"Adult",9.71428571428571,-3.71428571428571,248
"902","5078",2015,1590,1,"left","Female-Juvenile",7,2010,2023,14,8,"Adult",9.71428571428571,-1.71428571428571,227
"903","5078",2015,1595,10,"left","Female-Juvenile",7,2010,2023,14,8,"Adult",9.71428571428571,-1.71428571428571,227
"904","5078",2015,1604,5,"left","Female-Juvenile",7,2010,2023,14,8,"Adult",9.71428571428571,-1.71428571428571,227
"905","5078",2015,1607,4,"left","Female-Juvenile",7,2010,2023,14,8,"Adult",9.71428571428571,-1.71428571428571,227
"906","5078",2015,1621,2,"left","Female-Juvenile",7,2010,2023,14,8,"Adult",9.71428571428571,-1.71428571428571,227
"907","5078",2015,1623,2,"left","Female-Juvenile",7,2010,2023,14,8,"Adult",9.71428571428571,-1.71428571428571,227
"908","5078",2016,1712,15,"left","Female-Juvenile",7,2010,2023,14,9,"Adult",9.71428571428571,-0.714285714285714,210
"909","5078",2016,1716,27,"left","Female-Juvenile",7,2010,2023,14,9,"Adult",9.71428571428571,-0.714285714285714,210
"910","5078",2016,1720,20,"left","Female-Juvenile",7,2010,2023,14,9,"Adult",9.71428571428571,-0.714285714285714,210
"911","5078",2016,1729,7,"left","Female-Juvenile",7,2010,2023,14,9,"Adult",9.71428571428571,-0.714285714285714,210
"912","5078",2016,1757,10,"left","Female-Juvenile",7,2010,2023,14,9,"Adult",9.71428571428571,-0.714285714285714,210
"913","5078",2016,1766,7,"left","Female-Juvenile",7,2010,2023,14,9,"Adult",9.71428571428571,-0.714285714285714,210
"914","5078",2016,1789,3,"left","Female-Juvenile",7,2010,2023,14,9,"Adult",9.71428571428571,-0.714285714285714,210
"915","5078",2019,1895,1,"left","Female-Juvenile",7,2010,2023,14,12,"Adult",9.71428571428571,2.28571428571429,215
"916","5078",2019,1896,4,"left","Female-Juvenile",7,2010,2023,14,12,"Adult",9.71428571428571,2.28571428571429,215
"917","5078",2019,1899,2,"left","Female-Juvenile",7,2010,2023,14,12,"Adult",9.71428571428571,2.28571428571429,215
"918","5078",2019,1902,2,"left","Female-Juvenile",7,2010,2023,14,12,"Adult",9.71428571428571,2.28571428571429,215
"919","5078",2019,1903,1,"left","Female-Juvenile",7,2010,2023,14,12,"Adult",9.71428571428571,2.28571428571429,215
"920","5078",2019,1904,1,"left","Female-Juvenile",7,2010,2023,14,12,"Adult",9.71428571428571,2.28571428571429,215
"921","5078",2021,2011,6,"left","Female-Juvenile",7,2010,2023,14,14,"Adult",9.71428571428571,4.28571428571429,203
"922","5078",2021,2015,5,"left","Female-Juvenile",7,2010,2023,14,14,"Adult",9.71428571428571,4.28571428571429,203
"923","5078",2023,2198,6,"left","Female-Juvenile",7,2010,2023,14,16,"Adult",9.71428571428571,6.28571428571429,228
"924","5081",2011,1345,1,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,227
"925","5081",2011,1347,4,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,227
"926","5081",2011,1352,6,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,227
"927","5081",2011,1462,3,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,227
"928","5091",2011,1355,4,"left","Female-Juvenile",2,2011,2016,6,3,"Adult",5.5,-2.5,234
"929","5091",2011,1382,5,"left","Female-Juvenile",2,2011,2016,6,3,"Adult",5.5,-2.5,234
"930","5091",2011,1410,7,"left","Female-Juvenile",2,2011,2016,6,3,"Adult",5.5,-2.5,234
"931","5091",2011,1427,3,"left","Female-Juvenile",2,2011,2016,6,3,"Adult",5.5,-2.5,234
"932","5106",2010,1247,7,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,237
"933","5106",2010,1251,8,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,237
"934","5106",2010,1265,5,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,237
"935","5106",2011,1382,5,"left","Female-Juvenile",2,2010,2011,2,4,"Adult",3.5,0.5,234
"936","5106",2011,1385,1,"left","Female-Juvenile",2,2010,2011,2,4,"Adult",3.5,0.5,234
"937","5106",2011,1410,7,"left","Female-Juvenile",2,2010,2011,2,4,"Adult",3.5,0.5,234
"938","5106",2011,1453,4,"left","Female-Juvenile",2,2010,2011,2,4,"Adult",3.5,0.5,234
"939","5106",2011,1456,1,"left","Female-Juvenile",2,2010,2011,2,4,"Adult",3.5,0.5,234
"940","5108",2021,1986,6,"left","Female-Juvenile",4,2011,2023,13,13,"Adult",9.75,3.25,203
"941","5108",2021,2012,2,"left","Female-Juvenile",4,2011,2023,13,13,"Adult",9.75,3.25,203
"942","5108",2023,2203,7,"left","Female-Juvenile",4,2011,2023,13,15,"Adult",9.75,5.25,232
"943","5108",2023,2236,3,"left","Female-Juvenile",4,2011,2023,13,15,"Adult",9.75,5.25,232
"944","5112",2010,1221,6,"left","Female-Juvenile",4,2010,2019,10,3,"Adult",7,-4,212
"945","5112",2010,1223,7,"left","Female-Juvenile",4,2010,2019,10,3,"Adult",7,-4,212
"946","5112",2010,1226,4,"left","Female-Juvenile",4,2010,2019,10,3,"Adult",7,-4,212
"947","5112",2010,1227,3,"left","Female-Juvenile",4,2010,2019,10,3,"Adult",7,-4,212
"948","5112",2010,1258,6,"left","Female-Juvenile",4,2010,2019,10,3,"Adult",7,-4,212
"949","5112",2019,1900,1,"left","Female-Juvenile",4,2010,2019,10,12,"Adult",7,5,216
"950","5112",2019,1927,3,"left","Female-Juvenile",4,2010,2019,10,12,"Adult",7,5,216
"951","5112",2019,1931,3,"left","Female-Juvenile",4,2010,2019,10,12,"Adult",7,5,216
"952","5112",2019,1955,3,"left","Female-Juvenile",4,2010,2019,10,12,"Adult",7,5,216
"953","5113",2010,1213,7,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"954","5113",2010,1214,2,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"955","5113",2010,1215,6,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"956","5113",2010,1230,2,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"957","5113",2010,1236,6,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"958","5113",2010,1278,1,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"959","5137",2010,1257,4,"left","Male",2,2010,2011,2,3,"Adult",3.5,-0.5,239
"960","5137",2010,1258,6,"left","Male",2,2010,2011,2,3,"Adult",3.5,-0.5,239
"961","5158",2010,1206,4,"left","Male",5,2010,2017,8,3,"Adult",6.8,-3.8,211
"962","5158",2010,1210,5,"left","Male",5,2010,2017,8,3,"Adult",6.8,-3.8,211
"963","5158",2010,1213,7,"left","Male",5,2010,2017,8,3,"Adult",6.8,-3.8,211
"964","5158",2010,1215,6,"left","Male",5,2010,2017,8,3,"Adult",6.8,-3.8,211
"965","5158",2010,1216,1,"left","Male",5,2010,2017,8,3,"Adult",6.8,-3.8,211
"966","5158",2010,1217,1,"left","Male",5,2010,2017,8,3,"Adult",6.8,-3.8,211
"967","5158",2011,1304,2,"left","Male",5,2010,2017,8,4,"Adult",6.8,-2.8,205
"968","5158",2011,1319,5,"left","Male",5,2010,2017,8,4,"Adult",6.8,-2.8,205
"969","5158",2011,1436,4,"left","Male",5,2010,2017,8,4,"Adult",6.8,-2.8,205
"970","5158",2011,1438,2,"left","Male",5,2010,2017,8,4,"Adult",6.8,-2.8,205
"971","5158",2011,1447,4,"left","Male",5,2010,2017,8,4,"Adult",6.8,-2.8,205
"972","5158",2011,1467,2,"left","Male",5,2010,2017,8,4,"Adult",6.8,-2.8,205
"973","5158",2015,1548,2,"left","Male",5,2010,2017,8,8,"Adult",6.8,1.2,165
"974","5158",2016,1704,1,"left","Male",5,2010,2017,8,9,"Adult",6.8,2.2,206
"975","5158",2016,1705,6,"left","Male",5,2010,2017,8,9,"Adult",6.8,2.2,206
"976","5158",2016,1707,6,"left","Male",5,2010,2017,8,9,"Adult",6.8,2.2,206
"977","5158",2016,1716,27,"left","Male",5,2010,2017,8,9,"Adult",6.8,2.2,206
"978","5158",2016,1724,3,"left","Male",5,2010,2017,8,9,"Adult",6.8,2.2,206
"979","5158",2016,1725,2,"left","Male",5,2010,2017,8,9,"Adult",6.8,2.2,206
"980","5158",2017,1830,4,"left","Male",5,2010,2017,8,10,"Adult",6.8,3.2,218
"981","5158",2017,1831,3,"left","Male",5,2010,2017,8,10,"Adult",6.8,3.2,218
"982","5161",2010,1206,4,"left","Male",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"983","5161",2010,1210,5,"left","Male",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"984","5161",2010,1213,7,"left","Male",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"985","5161",2010,1215,6,"left","Male",2,2010,2011,2,3,"Adult",3.5,-0.5,211
"986","5161",2011,1404,6,"left","Male",2,2010,2011,2,4,"Adult",3.5,0.5,243
"987","5161",2011,1418,3,"left","Male",2,2010,2011,2,4,"Adult",3.5,0.5,243
"988","5161",2011,1449,4,"left","Male",2,2010,2011,2,4,"Adult",3.5,0.5,243
"989","5165",2010,1279,3,"left","Male",6,2010,2017,8,3,"Adult",6.66666666666667,-3.66666666666667,240
"990","5165",2010,1280,1,"left","Male",6,2010,2017,8,3,"Adult",6.66666666666667,-3.66666666666667,240
"991","5165",2011,1419,1,"left","Male",6,2010,2017,8,4,"Adult",6.66666666666667,-2.66666666666667,235
"992","5165",2013,1469,2,"left","Male",6,2010,2017,8,6,"Adult",6.66666666666667,-0.666666666666667,235
"993","5165",2013,1495,3,"left","Male",6,2010,2017,8,6,"Adult",6.66666666666667,-0.666666666666667,235
"994","5165",2013,1496,5,"left","Male",6,2010,2017,8,6,"Adult",6.66666666666667,-0.666666666666667,235
"995","5165",2013,1509,6,"left","Male",6,2010,2017,8,6,"Adult",6.66666666666667,-0.666666666666667,235
"996","5165",2015,1549,3,"left","Male",6,2010,2017,8,8,"Adult",6.66666666666667,1.33333333333333,165
"997","5165",2016,1702,3,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"998","5165",2016,1703,6,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"999","5165",2016,1727,3,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"1000","5165",2016,1729,7,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"1001","5165",2016,1772,9,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"1002","5165",2016,1776,5,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"1003","5165",2016,1781,3,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"1004","5165",2016,1785,7,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"1005","5165",2016,1823,7,"left","Male",6,2010,2017,8,9,"Adult",6.66666666666667,2.33333333333333,210
"1006","5165",2017,1833,2,"left","Male",6,2010,2017,8,10,"Adult",6.66666666666667,3.33333333333333,218
"1007","5165",2017,1837,5,"left","Male",6,2010,2017,8,10,"Adult",6.66666666666667,3.33333333333333,218
"1008","5165",2017,1839,3,"left","Male",6,2010,2017,8,10,"Adult",6.66666666666667,3.33333333333333,218
"1009","5165",2017,1841,2,"left","Male",6,2010,2017,8,10,"Adult",6.66666666666667,3.33333333333333,218
"1010","5165",2017,1842,2,"left","Male",6,2010,2017,8,10,"Adult",6.66666666666667,3.33333333333333,218
"1011","5165",2017,1844,2,"left","Male",6,2010,2017,8,10,"Adult",6.66666666666667,3.33333333333333,218
"1012","5166",2011,1429,2,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,236
"1013","5184",2010,1213,7,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1014","5184",2010,1214,2,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1015","5184",2010,1229,2,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1016","5184",2010,1230,2,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1017","5184",2010,1236,6,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1018","5184",2010,1243,2,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1019","5184",2010,1252,3,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1020","5184",2010,1274,3,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1021","5184",2010,1277,2,"left","Female-Juvenile",2,2010,2011,2,3,"Adult",3.5,-0.5,228
"1022","5194",2013,1502,1,"left","Male",6,2011,2021,11,5,"Adult",7.83333333333333,-2.83333333333333,246
"1023","5194",2015,1575,2,"left","Male",6,2011,2021,11,7,"Adult",7.83333333333333,-0.833333333333333,215
"1024","5194",2015,1577,2,"left","Male",6,2011,2021,11,7,"Adult",7.83333333333333,-0.833333333333333,215
"1025","5194",2016,1696,2,"left","Male",6,2011,2021,11,8,"Adult",7.83333333333333,0.166666666666667,207
"1026","5194",2016,1709,11,"left","Male",6,2011,2021,11,8,"Adult",7.83333333333333,0.166666666666667,207
"1027","5194",2016,1712,15,"left","Male",6,2011,2021,11,8,"Adult",7.83333333333333,0.166666666666667,207
"1028","5194",2016,1716,27,"left","Male",6,2011,2021,11,8,"Adult",7.83333333333333,0.166666666666667,207
"1029","5194",2019,1916,3,"left","Male",6,2011,2021,11,11,"Adult",7.83333333333333,3.16666666666667,218
"1030","5194",2019,1947,9,"left","Male",6,2011,2021,11,11,"Adult",7.83333333333333,3.16666666666667,218
"1031","5194",2019,1948,9,"left","Male",6,2011,2021,11,11,"Adult",7.83333333333333,3.16666666666667,218
"1032","5194",2019,1949,2,"left","Male",6,2011,2021,11,11,"Adult",7.83333333333333,3.16666666666667,218
"1033","5194",2021,2062,4,"left","Male",6,2011,2021,11,13,"Adult",7.83333333333333,5.16666666666667,227
"1034","5194",2021,2079,4,"left","Male",6,2011,2021,11,13,"Adult",7.83333333333333,5.16666666666667,227
"1035","5194",2021,2117,6,"left","Male",6,2011,2021,11,13,"Adult",7.83333333333333,5.16666666666667,227
"1036","5199",2021,2021,4,"left","Female-Juvenile",3,2011,2023,13,13,"Adult",10.3333333333333,2.66666666666667,205
"1037","5199",2023,2167,4,"left","Female-Juvenile",3,2011,2023,13,15,"Adult",10.3333333333333,4.66666666666667,225
"1038","5199",2023,2168,3,"left","Female-Juvenile",3,2011,2023,13,15,"Adult",10.3333333333333,4.66666666666667,225
"1039","5199",2023,2185,3,"left","Female-Juvenile",3,2011,2023,13,15,"Adult",10.3333333333333,4.66666666666667,225
"1040","5220",2011,1450,1,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,243
"1041","5220",2011,1451,1,"left","Female-Juvenile",1,2011,2011,1,3,"Adult",3,0,243
"1042","531",2006,1159,1,"left","Female-Juvenile",3,1990,2015,26,19,"Adult",20.3333333333333,-1.33333333333333,215
"1043","531",2015,1570,2,"left","Female-Juvenile",3,1990,2015,26,28,"Adult",20.3333333333333,7.66666666666667,215
"1044","531",2015,1571,3,"left","Female-Juvenile",3,1990,2015,26,28,"Adult",20.3333333333333,7.66666666666667,215
"1045","531",2015,1658,2,"left","Female-Juvenile",3,1990,2015,26,28,"Adult",20.3333333333333,7.66666666666667,215
"1046","531",2015,1659,1,"left","Female-Juvenile",3,1990,2015,26,28,"Adult",20.3333333333333,7.66666666666667,215
"1047","54",2010,1180,1,"left","Female-Juvenile",7,1989,2021,33,24,"Adult",29,-5,202
"1048","54",2010,1185,2,"left","Female-Juvenile",7,1989,2021,33,24,"Adult",29,-5,202
"1049","54",2011,1463,1,"left","Female-Juvenile",7,1989,2021,33,25,"Adult",29,-4,243
