"","Title","year","myGroups","gs","side","sex","numYears","minYear","maxYear","yearSpan","minimumAge","ageClass","meanMinAge","deltaMinAge","yday"
"1050","54",2011,1466,4,"left","Female-Juvenile",7,1989,2021,33,25,"Adult",29,-4,243
"1051","54",2013,1533,1,"left","Female-Juvenile",7,1989,2021,33,27,"Adult",29,-2,250
"1052","54",2015,1604,5,"left","Female-Juvenile",7,1989,2021,33,29,"Adult",29,0,241
"1053","54",2015,1662,4,"left","Female-Juvenile",7,1989,2021,33,29,"Adult",29,0,241
"1054","54",2016,1698,2,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1055","54",2016,1709,11,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1056","54",2016,1712,15,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1057","54",2016,1716,27,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1058","54",2016,1720,20,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1059","54",2016,1814,2,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1060","54",2016,1817,1,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1061","54",2016,1826,2,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1062","54",2016,1827,2,"left","Female-Juvenile",7,1989,2021,33,30,"Adult",29,1,207
"1063","54",2019,1916,3,"left","Female-Juvenile",7,1989,2021,33,33,"Adult",29,4,218
"1064","54",2019,1943,3,"left","Female-Juvenile",7,1989,2021,33,33,"Adult",29,4,218
"1065","54",2019,1947,9,"left","Female-Juvenile",7,1989,2021,33,33,"Adult",29,4,218
"1066","54",2019,1948,9,"left","Female-Juvenile",7,1989,2021,33,33,"Adult",29,4,218
"1067","54",2019,1949,2,"left","Female-Juvenile",7,1989,2021,33,33,"Adult",29,4,218
"1068","54",2021,2118,1,"left","Female-Juvenile",7,1989,2021,33,35,"Adult",29,6,230
"1069","54",2021,2119,1,"left","Female-Juvenile",7,1989,2021,33,35,"Adult",29,6,230
"1070","54",2021,2139,2,"left","Female-Juvenile",7,1989,2021,33,35,"Adult",29,6,230
"1071","558",2006,1119,1,"left","Male",1,1990,2006,17,19,"Adult",19,0,206
"1072","5919",2010,1204,1,"left","Female-Juvenile",1,2010,2010,1,3,"Adult",3,0,209
"1073","5919",2010,1236,6,"left","Female-Juvenile",1,2010,2010,1,3,"Adult",3,0,209
"1074","5919",2010,1241,2,"left","Female-Juvenile",1,2010,2010,1,3,"Adult",3,0,209
"1075","5919",2010,1242,1,"left","Female-Juvenile",1,2010,2010,1,3,"Adult",3,0,209
"1076","5919",2010,1247,7,"left","Female-Juvenile",1,2010,2010,1,3,"Adult",3,0,209
"1077","5919",2010,1251,8,"left","Female-Juvenile",1,2010,2010,1,3,"Adult",3,0,209
"1078","5919",2010,1263,3,"left","Female-Juvenile",1,2010,2010,1,3,"Adult",3,0,209
"1079","6000",2013,1471,5,"left","Male",1,2013,2013,1,3,"Adult",3,0,235
"1080","6000",2013,1517,5,"left","Male",1,2013,2013,1,3,"Adult",3,0,235
"1081","6000",2013,1520,2,"left","Male",1,2013,2013,1,3,"Adult",3,0,235
"1082","6001",2013,1471,5,"left","Male",1,2013,2013,1,3,"Adult",3,0,235
"1083","6001",2013,1495,3,"left","Male",1,2013,2013,1,3,"Adult",3,0,235
"1084","6001",2013,1512,1,"left","Male",1,2013,2013,1,3,"Adult",3,0,235
"1085","6002",2013,1483,2,"left","Female-Juvenile",2,2013,2016,4,3,"Adult",4.5,-1.5,243
"1086","6002",2016,1683,2,"left","Female-Juvenile",2,2013,2016,4,6,"Adult",4.5,1.5,199
"1087","6002",2016,1750,4,"left","Female-Juvenile",2,2013,2016,4,6,"Adult",4.5,1.5,199
"1088","6002",2016,1812,1,"left","Female-Juvenile",2,2013,2016,4,6,"Adult",4.5,1.5,199
"1089","6003",2013,1474,1,"left","Male",3,2013,2019,7,3,"Adult",6,-3,244
"1090","6003",2013,1475,2,"left","Male",3,2013,2019,7,3,"Adult",6,-3,244
"1091","6003",2013,1487,1,"left","Male",3,2013,2019,7,3,"Adult",6,-3,244
"1092","6003",2013,1488,1,"left","Male",3,2013,2019,7,3,"Adult",6,-3,244
"1093","6003",2013,1535,1,"left","Male",3,2013,2019,7,3,"Adult",6,-3,244
"1094","6003",2016,1754,2,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1095","6003",2016,1778,3,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1096","6003",2016,1785,7,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1097","6003",2016,1797,1,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1098","6003",2016,1801,8,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1099","6003",2016,1803,6,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1100","6003",2016,1814,2,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1101","6003",2016,1815,1,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1102","6003",2016,1816,1,"left","Male",3,2013,2019,7,6,"Adult",6,0,245
"1103","6004",2013,1492,1,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,245
"1104","6004",2013,1496,5,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,245
"1105","6004",2013,1522,2,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,245
"1106","6005",2013,1493,3,"left","Male",1,2013,2013,1,3,"Adult",3,0,245
"1107","6006",2013,1496,5,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,248
"1108","6006",2013,1505,1,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,248
"1109","6006",2013,1522,2,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,248
"1110","6011",2013,1510,2,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,249
"1111","6011",2013,1527,5,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,249
"1112","6011",2013,1528,5,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,249
"1113","6011",2013,1541,2,"left","Female-Juvenile",1,2013,2013,1,3,"Adult",3,0,249
"1114","6014",2013,1511,1,"left","Male",1,2013,2013,1,3,"Adult",3,0,247
"1115","6014",2013,1517,5,"left","Male",1,2013,2013,1,3,"Adult",3,0,247
"1116","6016",2013,1476,2,"left","Male",4,2013,2017,5,3,"Adult",5.25,-2.25,245
"1117","6016",2013,1481,3,"left","Male",4,2013,2017,5,3,"Adult",5.25,-2.25,245
"1118","6016",2013,1493,3,"left","Male",4,2013,2017,5,3,"Adult",5.25,-2.25,245
"1119","6016",2013,1529,3,"left","Male",4,2013,2017,5,3,"Adult",5.25,-2.25,245
"1120","6016",2015,1550,1,"left","Male",4,2013,2017,5,5,"Adult",5.25,-0.25,165
"1121","6016",2015,1635,1,"left","Male",4,2013,2017,5,5,"Adult",5.25,-0.25,165
"1122","6016",2016,1702,3,"left","Male",4,2013,2017,5,6,"Adult",5.25,0.75,204
"1123","6016",2016,1703,6,"left","Male",4,2013,2017,5,6,"Adult",5.25,0.75,204
"1124","6016",2016,1729,7,"left","Male",4,2013,2017,5,6,"Adult",5.25,0.75,204
"1125","6016",2017,1832,1,"left","Male",4,2013,2017,5,7,"Adult",5.25,1.75,218
"1126","6016",2017,1836,3,"left","Male",4,2013,2017,5,7,"Adult",5.25,1.75,218
"1127","6016",2017,1837,5,"left","Male",4,2013,2017,5,7,"Adult",5.25,1.75,218
"1128","6016",2017,1840,2,"left","Male",4,2013,2017,5,7,"Adult",5.25,1.75,218
"1129","6016",2017,1844,2,"left","Male",4,2013,2017,5,7,"Adult",5.25,1.75,218
"1130","6016",2017,1845,2,"left","Male",4,2013,2017,5,7,"Adult",5.25,1.75,218
"1131","6017",2013,1476,2,"left","Male",4,2013,2017,5,3,"Adult",5.25,-2.25,249
"1132","6017",2013,1532,3,"left","Male",4,2013,2017,5,3,"Adult",5.25,-2.25,249
"1133","6017",2015,1676,4,"left","Male",4,2013,2017,5,5,"Adult",5.25,-0.25,242
"1134","6017",2016,1681,5,"left","Male",4,2013,2017,5,6,"Adult",5.25,0.75,241
"1135","6017",2016,1691,4,"left","Male",4,2013,2017,5,6,"Adult",5.25,0.75,241
"1136","6017",2016,1795,6,"left","Male",4,2013,2017,5,6,"Adult",5.25,0.75,241
"1137","6017",2017,1836,3,"left","Male",4,2013,2017,5,7,"Adult",5.25,1.75,218
"1138","6017",2017,1845,2,"left","Male",4,2013,2017,5,7,"Adult",5.25,1.75,218
"1139","606",2001,1025,8,"left","Male",6,1997,2013,17,7,"Adult",12.6666666666667,-5.66666666666667,242
"1140","606",2003,1099,4,"left","Male",6,1997,2013,17,9,"Adult",12.6666666666667,-3.66666666666667,241
"1141","606",2003,1101,3,"left","Male",6,1997,2013,17,9,"Adult",12.6666666666667,-3.66666666666667,241
"1142","606",2010,1194,4,"left","Male",6,1997,2013,17,16,"Adult",12.6666666666667,3.33333333333333,212
"1143","606",2010,1221,6,"left","Male",6,1997,2013,17,16,"Adult",12.6666666666667,3.33333333333333,212
"1144","606",2010,1223,7,"left","Male",6,1997,2013,17,16,"Adult",12.6666666666667,3.33333333333333,212
"1145","606",2010,1224,2,"left","Male",6,1997,2013,17,16,"Adult",12.6666666666667,3.33333333333333,212
"1146","606",2010,1226,4,"left","Male",6,1997,2013,17,16,"Adult",12.6666666666667,3.33333333333333,212
"1147","606",2010,1257,4,"left","Male",6,1997,2013,17,16,"Adult",12.6666666666667,3.33333333333333,212
"1148","606",2010,1258,6,"left","Male",6,1997,2013,17,16,"Adult",12.6666666666667,3.33333333333333,212
"1149","606",2010,1281,4,"left","Male",6,1997,2013,17,16,"Adult",12.6666666666667,3.33333333333333,212
"1150","606",2013,1471,5,"left","Male",6,1997,2013,17,19,"Adult",12.6666666666667,6.33333333333333,249
"1151","606",2013,1527,5,"left","Male",6,1997,2013,17,19,"Adult",12.6666666666667,6.33333333333333,249
"1152","606",2013,1528,5,"left","Male",6,1997,2013,17,19,"Adult",12.6666666666667,6.33333333333333,249
"1153","6102",2015,1546,3,"left","Male",4,2015,2021,7,3,"Adult",5.75,-2.75,232
"1154","6102",2015,1631,3,"left","Male",4,2015,2021,7,3,"Adult",5.75,-2.75,232
"1155","6102",2015,1632,4,"left","Male",4,2015,2021,7,3,"Adult",5.75,-2.75,232
"1156","6102",2015,1634,5,"left","Male",4,2015,2021,7,3,"Adult",5.75,-2.75,232
"1157","6102",2021,2064,1,"left","Male",4,2015,2021,7,9,"Adult",5.75,3.25,227
"1158","6102",2021,2065,3,"left","Male",4,2015,2021,7,9,"Adult",5.75,3.25,227
"1159","6102",2021,2108,2,"left","Male",4,2015,2021,7,9,"Adult",5.75,3.25,227
"1160","6102",2021,2111,6,"left","Male",4,2015,2021,7,9,"Adult",5.75,3.25,227
"1161","6103",2015,1552,4,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,166
"1162","6105",2015,1556,1,"left","Male",3,2015,2021,7,3,"Adult",5.33333333333333,-2.33333333333333,167
"1163","6105",2015,1557,1,"left","Male",3,2015,2021,7,3,"Adult",5.33333333333333,-2.33333333333333,167
"1164","6105",2015,1558,1,"left","Male",3,2015,2021,7,3,"Adult",5.33333333333333,-2.33333333333333,167
"1165","6105",2015,1560,1,"left","Male",3,2015,2021,7,3,"Adult",5.33333333333333,-2.33333333333333,167
"1166","6105",2016,1712,15,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1167","6105",2016,1716,27,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1168","6105",2016,1720,20,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1169","6105",2016,1726,2,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1170","6105",2016,1757,10,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1171","6105",2016,1769,3,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1172","6105",2016,1792,3,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1173","6105",2016,1801,8,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1174","6105",2016,1803,6,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1175","6105",2016,1823,7,"left","Male",3,2015,2021,7,4,"Adult",5.33333333333333,-1.33333333333333,241
"1176","6105",2021,1957,1,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1177","6105",2021,1961,1,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1178","6105",2021,1962,2,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1179","6105",2021,1984,3,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1180","6105",2021,1986,6,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1181","6105",2021,2026,2,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1182","6105",2021,2030,2,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1183","6105",2021,2051,1,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1184","6105",2021,2053,4,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1185","6105",2021,2085,1,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1186","6105",2021,2089,7,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1187","6105",2021,2111,6,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1188","6105",2021,2133,2,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1189","6105",2021,2141,1,"left","Male",3,2015,2021,7,9,"Adult",5.33333333333333,3.66666666666667,198
"1190","6106",2015,1561,3,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,167
"1191","6106",2015,1564,4,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,167
"1192","6110",2015,1614,2,"left","Male",1,2015,2015,1,3,"Adult",3,0,228
"1193","6110",2015,1616,4,"left","Male",1,2015,2015,1,3,"Adult",3,0,228
"1194","6112",2015,1601,8,"left","Male",3,2015,2023,9,3,"Adult",6,-3,227
"1195","6112",2016,1707,6,"left","Male",3,2015,2023,9,4,"Adult",6,-2,207
"1196","6112",2016,1716,27,"left","Male",3,2015,2023,9,4,"Adult",6,-2,207
"1197","6112",2023,2296,6,"left","Male",3,2015,2023,9,11,"Adult",6,5,237
"1198","6113",2016,1716,27,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1199","6113",2016,1720,20,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1200","6113",2016,1744,5,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1201","6113",2016,1746,3,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1202","6113",2016,1750,4,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1203","6113",2016,1757,10,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1204","6113",2016,1760,3,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1205","6113",2016,1766,7,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1206","6113",2016,1767,2,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1207","6113",2016,1770,2,"left","Female-Juvenile",4,2015,2021,7,4,"Adult",5.75,-1.75,239
"1208","6113",2019,1854,6,"left","Female-Juvenile",4,2015,2021,7,7,"Adult",5.75,1.25,216
"1209","6113",2019,1906,2,"left","Female-Juvenile",4,2015,2021,7,7,"Adult",5.75,1.25,216
"1210","6113",2019,1907,4,"left","Female-Juvenile",4,2015,2021,7,7,"Adult",5.75,1.25,216
"1211","6113",2019,1909,3,"left","Female-Juvenile",4,2015,2021,7,7,"Adult",5.75,1.25,216
"1212","6113",2019,1920,2,"left","Female-Juvenile",4,2015,2021,7,7,"Adult",5.75,1.25,216
"1213","6113",2019,1922,1,"left","Female-Juvenile",4,2015,2021,7,7,"Adult",5.75,1.25,216
"1214","6113",2021,1965,2,"left","Female-Juvenile",4,2015,2021,7,9,"Adult",5.75,3.25,198
"1215","6113",2021,2025,2,"left","Female-Juvenile",4,2015,2021,7,9,"Adult",5.75,3.25,198
"1216","6113",2021,2037,1,"left","Female-Juvenile",4,2015,2021,7,9,"Adult",5.75,3.25,198
"1217","6113",2021,2060,2,"left","Female-Juvenile",4,2015,2021,7,9,"Adult",5.75,3.25,198
"1218","6113",2021,2082,3,"left","Female-Juvenile",4,2015,2021,7,9,"Adult",5.75,3.25,198
"1219","6113",2021,2083,1,"left","Female-Juvenile",4,2015,2021,7,9,"Adult",5.75,3.25,198
"1220","6114",2015,1569,5,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,215
"1221","6115",2019,1941,6,"left","Female-Juvenile",3,2015,2023,9,5,"Adult",7,-2,218
"1222","6115",2019,1954,6,"left","Female-Juvenile",3,2015,2023,9,5,"Adult",7,-2,218
"1223","6115",2021,1968,3,"left","Female-Juvenile",3,2015,2023,9,7,"Adult",7,0,199
"1224","6115",2021,1969,2,"left","Female-Juvenile",3,2015,2023,9,7,"Adult",7,0,199
"1225","6115",2021,1977,3,"left","Female-Juvenile",3,2015,2023,9,7,"Adult",7,0,199
"1226","6115",2021,1978,2,"left","Female-Juvenile",3,2015,2023,9,7,"Adult",7,0,199
"1227","6115",2021,1982,2,"left","Female-Juvenile",3,2015,2023,9,7,"Adult",7,0,199
"1228","6115",2021,2006,2,"left","Female-Juvenile",3,2015,2023,9,7,"Adult",7,0,199
"1229","6115",2021,2038,2,"left","Female-Juvenile",3,2015,2023,9,7,"Adult",7,0,199
"1230","6115",2021,2087,4,"left","Female-Juvenile",3,2015,2023,9,7,"Adult",7,0,199
"1231","6115",2023,2179,6,"left","Female-Juvenile",3,2015,2023,9,9,"Adult",7,2,232
"1232","6115",2023,2203,7,"left","Female-Juvenile",3,2015,2023,9,9,"Adult",7,2,232
"1233","6115",2023,2238,2,"left","Female-Juvenile",3,2015,2023,9,9,"Adult",7,2,232
"1234","6115",2023,2251,2,"left","Female-Juvenile",3,2015,2023,9,9,"Adult",7,2,232
"1235","6118",2015,1570,2,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1236","6118",2015,1571,3,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1237","6118",2015,1577,2,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1238","6118",2015,1664,2,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1239","6118",2015,1666,4,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1240","6120",2015,1578,2,"left","Female-Juvenile",3,2015,2019,5,3,"Adult",5,-2,242
"1241","6120",2015,1599,3,"left","Female-Juvenile",3,2015,2019,5,3,"Adult",5,-2,242
"1242","6120",2015,1607,4,"left","Female-Juvenile",3,2015,2019,5,3,"Adult",5,-2,242
"1243","6120",2015,1609,1,"left","Female-Juvenile",3,2015,2019,5,3,"Adult",5,-2,242
"1244","6120",2015,1624,1,"left","Female-Juvenile",3,2015,2019,5,3,"Adult",5,-2,242
"1245","6120",2015,1627,3,"left","Female-Juvenile",3,2015,2019,5,3,"Adult",5,-2,242
"1246","6120",2015,1646,2,"left","Female-Juvenile",3,2015,2019,5,3,"Adult",5,-2,242
"1247","6120",2015,1676,4,"left","Female-Juvenile",3,2015,2019,5,3,"Adult",5,-2,242
"1248","6120",2017,1843,3,"left","Female-Juvenile",3,2015,2019,5,5,"Adult",5,0,218
"1249","6120",2019,1896,4,"left","Female-Juvenile",3,2015,2019,5,7,"Adult",5,2,214
"1250","6122",2015,1580,3,"left","Male",3,2015,2021,7,3,"Adult",6.33333333333333,-3.33333333333333,232
"1251","6122",2015,1582,1,"left","Male",3,2015,2021,7,3,"Adult",6.33333333333333,-3.33333333333333,232
"1252","6122",2015,1627,3,"left","Male",3,2015,2021,7,3,"Adult",6.33333333333333,-3.33333333333333,232
"1253","6122",2015,1628,4,"left","Male",3,2015,2021,7,3,"Adult",6.33333333333333,-3.33333333333333,232
"1254","6122",2021,2108,2,"left","Male",3,2015,2021,7,9,"Adult",6.33333333333333,2.66666666666667,229
"1255","6122",2021,2111,6,"left","Male",3,2015,2021,7,9,"Adult",6.33333333333333,2.66666666666667,229
"1256","6123",2015,1583,1,"left","Male",3,2015,2019,5,3,"Adult",4.66666666666667,-1.66666666666667,226
"1257","6123",2015,1584,2,"left","Male",3,2015,2019,5,3,"Adult",4.66666666666667,-1.66666666666667,226
"1258","6123",2015,1585,2,"left","Male",3,2015,2019,5,3,"Adult",4.66666666666667,-1.66666666666667,226
"1259","6124",2015,1585,2,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,226
"1260","6124",2015,1586,2,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,226
"1261","6124",2015,1677,2,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,226
"1262","6127",2015,1595,10,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1263","6127",2015,1598,2,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1264","6127",2015,1611,3,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1265","6127",2015,1628,4,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1266","6127",2015,1645,5,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1267","6127",2015,1664,2,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1268","6127",2015,1666,4,"left","Female-Juvenile",1,2015,2015,1,3,"Adult",3,0,241
"1269","6128",2015,1589,2,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1270","6128",2015,1595,10,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1271","6128",2015,1596,2,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1272","6128",2015,1597,2,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1273","6128",2015,1599,3,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1274","6128",2015,1604,5,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1275","6128",2015,1608,4,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1276","6128",2015,1626,1,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1277","6128",2015,1628,4,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1278","6128",2015,1630,1,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1279","6128",2015,1631,3,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1280","6128",2015,1634,5,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1281","6128",2015,1670,7,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1282","6128",2015,1673,2,"left","Female-Juvenile",2,2015,2016,2,3,"Adult",3.5,-0.5,232
"1283","6128",2016,1707,6,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1284","6128",2016,1708,1,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1285","6128",2016,1712,15,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1286","6128",2016,1716,27,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1287","6128",2016,1720,20,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1288","6128",2016,1739,1,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1289","6128",2016,1741,2,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1290","6128",2016,1751,3,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1291","6128",2016,1768,3,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1292","6128",2016,1787,2,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1293","6128",2016,1789,3,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1294","6128",2016,1801,8,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1295","6128",2016,1803,6,"left","Female-Juvenile",2,2015,2016,2,4,"Adult",3.5,0.5,241
"1296","6130",2015,1595,10,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1297","6130",2015,1599,3,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1298","6130",2015,1601,8,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1299","6130",2015,1629,1,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1300","6130",2015,1632,4,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1301","6130",2015,1634,5,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1302","6130",2015,1667,3,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1303","6130",2015,1668,2,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1304","6130",2015,1670,7,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1305","6130",2015,1677,2,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1306","6130",2015,1678,2,"left","Female-Juvenile",5,2015,2021,7,3,"Adult",5.6,-2.6,227
"1307","6130",2019,1870,3,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1308","6130",2019,1873,5,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1309","6130",2019,1878,2,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1310","6130",2019,1899,2,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1311","6130",2019,1906,2,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1312","6130",2019,1907,4,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1313","6130",2019,1909,3,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1314","6130",2019,1927,3,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1315","6130",2019,1941,6,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1316","6130",2019,1950,3,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1317","6130",2019,1951,2,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
"1318","6130",2019,1952,5,"left","Female-Juvenile",5,2015,2021,7,7,"Adult",5.6,1.4,215
